MAVE,,,,,,,,,,,,
G,"0,9331322272","0,9018776499","0,9347143754","0,9180024661",KNN,"0,9819004525","0,9756097561","0,9792843691","0,977443609",,,
G,"0,9356460533","0,9051620648","0,9389788294","0,9217603912",KNN,"0,9864253394","0,9778325123","0,9887920299","0,9832817337",,,
G,"0,9374057315","0,9122160835","0,9334170854","0,9226948153",KNN,"0,9864253394","0,984256927","0,9817839196","0,9830188679",,,
G,"0,9338863751","0,9011124845","0,934016656","0,9172695816",KNN,"0,9859225742","0,9759645794","0,9884689302","0,9821769574",,,
G,"0,9343891403","0,901126408","0,9332469216","0,9169054441",KNN,"0,9844142785","0,9743754004","0,9857420609","0,9800257732",,,
G,"0,9426847662","0,9071856287","0,9540302267","0,9300184162",KNN,"0,9876822524","0,9806371018","0,9886649874","0,9846346817",,,
G,"0,9366515837","0,9070769231","0,9358730159","0,92125",KNN,"0,987933635","0,9798868636","0,9898412698","0,9848389135",,,
G,"0,9328808446","0,9060806743","0,9313118812","0,9185230394",KNN,"0,9819004525","0,9707317073","0,9851485149","0,9778869779",,,
G,"0,9328808446","0,9101396478","0,9264524104","0,9182235835",KNN,"0,986676722","0,9827267119","0,9845488257","0,983636925",,,
G,"0,9366515837","0,9051312649","0,9422360248","0,9233110164",KNN,"0,9821518351","0,974706971","0,9813664596","0,9780253791",,,
,"93,56","90,57","93,64","92,08",,"98,51","97,77","98,54","98,15",,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,G,"6,19E-10"
FAVE,,,,,,,,,,,KNN,"2,75E-01"
G,"0,9778783308","0,9742930591","0,9693094629","0,9717948718",KNN,"0,9854198089","0,9765822785","0,98657289","0,9815521628",,,
G,"0,9736048265","0,9760517799","0,9568527919","0,9663569369",KNN,"0,987933635","0,9786967419","0,9911167513","0,9848675914",,,
G,"0,9710910005","0,975562701","0,9516938519","0,96348047",KNN,"0,9859225742","0,9782338308","0,986825596","0,9825109307",,,
G,"0,9813976873","0,9783024888","0,9745708837","0,976433121",KNN,"0,9864253394","0,9797852179","0,986013986","0,9828897338",,,
G,"0,9723479135","0,9765228426","0,9547146402","0,9654956085",KNN,"0,9841628959","0,9777914867","0,9832506203","0,980513455",,,
G,"0,9816490699","0,9768934531","0,9762668377","0,9765800449",KNN,"0,9844142785","0,9770554493","0,9833226427","0,9801790281",,,
G,"0,9836601307","0,9797596458","0,9791403287","0,9794498893",KNN,"0,987933635","0,9829974811","0,9867256637","0,9848580442",,,
G,"0,9788838612","0,9736164736","0,9723650386","0,9729903537",KNN,"0,9856711916","0,978913738","0,9845758355","0,9817366229",,,
G,"0,9741075918","0,9746031746","0,9605757196","0,967538607",KNN,"0,9861739568","0,9753542822","0,9906132666","0,9829245576",,,
G,"0,9816490699","0,9746192893","0,9789674952","0,9767885533",KNN,"0,9869281046","0,9773442417","0,9898024219","0,9835338822",,,
,"97,76","97,60","96,74","97,17",,"98,61","97,83","98,69","98,26",,,
